ranking_date,player_name,country_code,points,season_summary
2013-10-28,Caroline Wozniacki,DEN,3520,
2013-10-28,Sloane Stephens,USA,3185,
2013-10-28,Marion Bartoli,FRA,3172,
2013-11-04,Serena Williams,USA,13260,
2013-11-04,Victoria Azarenka,BLR,8046,
2013-11-04,Na Li,CHN,6045,
2013-11-04,Maria Sharapova,RUS,5891,
2013-11-04,Agnieszka Radwanska,POL,5875,
2013-11-04,Petra Kvitova,CZE,4775,
2013-11-04,Sara Errani,ITA,4435,
2013-11-04,Jelena Jankovic,SRB,4170,
2013-11-04,Angelique Kerber,GER,3965,
2013-11-04,Caroline Wozniacki,DEN,3520,
2013-11-04,Simona Halep,ROU,3335,
2013-11-04,Sloane Stephens,USA,3185,
2013-11-11,Serena Williams,USA,13260,
2013-11-11,Victoria Azarenka,BLR,8046,
2013-11-11,Na Li,CHN,6045,
2013-11-11,Maria Sharapova,RUS,5891,
2013-11-11,Agnieszka Radwanska,POL,5875,
2013-11-11,Petra Kvitova,CZE,4775,
2013-11-11,Sara Errani,ITA,4435,
2013-11-11,Jelena Jankovic,SRB,4170,
2013-11-11,Angelique Kerber,GER,3965,
2013-11-11,Caroline Wozniacki,DEN,3520,
2013-11-11,Simona Halep,ROU,3335,
2013-11-11,Sloane Stephens,USA,3185,
2013-11-18,Serena Williams,USA,13260,
2013-11-18,Victoria Azarenka,BLR,8046,
2013-11-18,Na Li,CHN,6045,
2013-11-18,Maria Sharapova,RUS,5891,
2013-11-18,Agnieszka Radwanska,POL,5875,
2013-11-18,Petra Kvitova,CZE,4775,
2013-11-18,Sara Errani,ITA,4435,
2013-11-18,Jelena Jankovic,SRB,4170,
2013-11-18,Angelique Kerber,GER,3965,
2013-11-18,Caroline Wozniacki,DEN,3520,
2013-11-18,Simona Halep,ROU,3335,
2013-11-18,Sloane Stephens,USA,3185,
2013-11-25,Serena Williams,USA,13260,
2013-11-25,Victoria Azarenka,BLR,8046,
2013-11-25,Na Li,CHN,6045,
2013-11-25,Maria Sharapova,RUS,5891,
2013-11-25,Agnieszka Radwanska,POL,5875,
2013-11-25,Petra Kvitova,CZE,4775,
2013-11-25,Sara Errani,ITA,4435,
2013-11-25,Jelena Jankovic,SRB,4170,
2013-11-25,Angelique Kerber,GER,3965,
2013-11-25,Caroline Wozniacki,DEN,3520,
2013-11-25,Simona Halep,ROU,3335,
2013-11-25,Sloane Stephens,USA,3185,
2013-12-02,Serena Williams,USA,13260,
2013-12-02,Victoria Azarenka,BLR,8046,
2013-12-02,Na Li,CHN,6045,
2013-12-02,Maria Sharapova,RUS,5891,
2013-12-02,Agnieszka Radwanska,POL,5875,
2013-12-02,Petra Kvitova,CZE,4775,
2013-12-02,Sara Errani,ITA,4435,
2013-12-02,Jelena Jankovic,SRB,4170,
2013-12-02,Angelique Kerber,GER,3965,
2013-12-02,Caroline Wozniacki,DEN,3520,
2013-12-02,Simona Halep,ROU,3335,
2013-12-02,Sloane Stephens,USA,3185,
2013-12-09,Serena Williams,USA,13260,
2013-12-09,Victoria Azarenka,BLR,8046,
2013-12-09,Na Li,CHN,6045,
2013-12-09,Maria Sharapova,RUS,5891,
2013-12-09,Agnieszka Radwanska,POL,5875,
2013-12-09,Petra Kvitova,CZE,4775,
2013-12-09,Sara Errani,ITA,4435,
2013-12-09,Jelena Jankovic,SRB,4170,
2013-12-09,Angelique Kerber,GER,3965,
2013-12-09,Caroline Wozniacki,DEN,3520,
2013-12-09,Simona Halep,ROU,3335,
2013-12-09,Sloane Stephens,USA,3185,
2013-12-16,Serena Williams,USA,13260,
2013-12-16,Victoria Azarenka,BLR,8046,
2013-12-16,Na Li,CHN,6045,
2013-12-16,Maria Sharapova,RUS,5891,
2013-12-16,Agnieszka Radwanska,POL,5875,
2013-12-16,Petra Kvitova,CZE,4775,
2013-12-16,Sara Errani,ITA,4435,
2013-12-16,Jelena Jankovic,SRB,4170,
2013-12-16,Angelique Kerber,GER,3965,
2013-12-16,Caroline Wozniacki,DEN,3520,
2013-12-16,Simona Halep,ROU,3335,
2013-12-16,Sloane Stephens,USA,3185,
2013-12-23,Serena Williams,USA,13260,
2013-12-23,Victoria Azarenka,BLR,8046,
2013-12-23,Na Li,CHN,6045,
2013-12-23,Maria Sharapova,RUS,5891,
2013-12-23,Agnieszka Radwanska,POL,5875,
2013-12-23,Petra Kvitova,CZE,4775,
2013-12-23,Sara Errani,ITA,4435,
2013-12-23,Jelena Jankovic,SRB,4170,
2013-12-23,Angelique Kerber,GER,3965,
2013-12-23,Caroline Wozniacki,DEN,3520,
2013-12-23,Simona Halep,ROU,3335,
2013-12-23,Sloane Stephens,USA,3185,
2013-12-30,Serena Williams,USA,13260,
2013-12-30,Victoria Azarenka,BLR,8046,
2013-12-30,Na Li,CHN,6045,
2013-12-30,Maria Sharapova,RUS,5891,
2013-12-30,Agnieszka Radwanska,POL,5875,
2013-12-30,Petra Kvitova,CZE,4775,
2013-12-30,Sara Errani,ITA,4435,
2013-12-30,Jelena Jankovic,SRB,4170,
2013-12-30,Angelique Kerber,GER,3965,
2013-12-30,Caroline Wozniacki,DEN,3520,
2013-12-30,Simona Halep,ROU,3335,
2013-12-30,Sloane Stephens,USA,3185,
2014-01-06,Serena Williams,USA,13260,
2014-01-06,Victoria Azarenka,BLR,8151,
2014-01-06,Maria Sharapova,RUS,6076,
2014-01-06,Na Li,CHN,6045,
2014-01-06,Agnieszka Radwanska,POL,5820,
2014-01-06,Petra Kvitova,CZE,4775,
2014-01-06,Sara Errani,ITA,4435,
2014-01-06,Jelena Jankovic,SRB,4230,
2014-01-06,Angelique Kerber,GER,3965,
2014-01-06,Caroline Wozniacki,DEN,3520,
2014-01-06,Simona Halep,ROU,3335,
2014-01-06,Roberta Vinci,ITA,3170,
2014-01-13,Serena Williams,USA,13260,
2014-01-13,Victoria Azarenka,BLR,8151,
2014-01-13,Maria Sharapova,RUS,6076,
2014-01-13,Na Li,CHN,5970,
2014-01-13,Agnieszka Radwanska,POL,5470,
2014-01-13,Petra Kvitova,CZE,4835,
2014-01-13,Sara Errani,ITA,4435,
2014-01-13,Jelena Jankovic,SRB,4230,
2014-01-13,Angelique Kerber,GER,4070,
2014-01-13,Caroline Wozniacki,DEN,3520,
2014-01-13,Simona Halep,ROU,3335,
2014-01-13,Roberta Vinci,ITA,3170,
2014-01-27,Serena Williams,USA,13000,
2014-01-27,Victoria Azarenka,BLR,6581,
2014-01-27,Na Li,CHN,6570,
2014-01-27,Agnieszka Radwanska,POL,5750,
2014-01-27,Maria Sharapova,RUS,5416,
2014-01-27,Petra Kvitova,CZE,4745,
2014-01-27,Sara Errani,ITA,4440,
2014-01-27,Jelena Jankovic,SRB,4310,
2014-01-27,Angelique Kerber,GER,4030,
2014-01-27,Simona Halep,ROU,3760,
2014-01-27,Caroline Wozniacki,DEN,3370,
2014-01-27,Ana Ivanovic,SRB,3160,
2014-02-03,Serena Williams,USA,13000,
2014-02-03,Victoria Azarenka,BLR,6581,
2014-02-03,Na Li,CHN,6570,
2014-02-03,Agnieszka Radwanska,POL,5750,
2014-02-03,Maria Sharapova,RUS,5600,
2014-02-03,Petra Kvitova,CZE,4745,
2014-02-03,Sara Errani,ITA,4425,
2014-02-03,Jelena Jankovic,SRB,4310,
2014-02-03,Angelique Kerber,GER,4030,
2014-02-03,Simona Halep,ROU,3760,
2014-02-03,Caroline Wozniacki,DEN,3370,
2014-02-03,Ana Ivanovic,SRB,3160,
2014-02-10,Serena Williams,USA,13000,
2014-02-10,Victoria Azarenka,BLR,6581,
2014-02-10,Na Li,CHN,6570,
2014-02-10,Agnieszka Radwanska,POL,5750,
2014-02-10,Maria Sharapova,RUS,5600,
2014-02-10,Petra Kvitova,CZE,4745,
2014-02-10,Sara Errani,ITA,4425,
2014-02-10,Jelena Jankovic,SRB,4310,
2014-02-10,Angelique Kerber,GER,4030,
2014-02-10,Simona Halep,ROU,3760,
2014-02-10,Caroline Wozniacki,DEN,3370,
2014-02-10,Ana Ivanovic,SRB,3160,
2014-02-17,Serena Williams,USA,12380,
2014-02-17,Na Li,CHN,6690,
2014-02-17,Agnieszka Radwanska,POL,5705,
2014-02-17,Victoria Azarenka,BLR,5681,
2014-02-17,Maria Sharapova,RUS,5206,
2014-02-17,Petra Kvitova,CZE,4710,
2014-02-17,Jelena Jankovic,SRB,4535,
2014-02-17,Angelique Kerber,GER,4490,
2014-02-17,Simona Halep,ROU,4435,
2014-02-17,Sara Errani,ITA,4390,
2014-02-17,Caroline Wozniacki,DEN,3200,
2014-02-17,Ana Ivanovic,SRB,3155,
2014-02-24,Serena Williams,USA,12660,
2014-02-24,Na Li,CHN,6795,
2014-02-24,Agnieszka Radwanska,POL,5705,
2014-02-24,Victoria Azarenka,BLR,5681,
2014-02-24,Maria Sharapova,RUS,5206,
2014-02-24,Angelique Kerber,GER,4490,
2014-02-24,Simona Halep,ROU,4435,
2014-02-24,Jelena Jankovic,SRB,4380,
2014-02-24,Petra Kvitova,CZE,4365,
2014-02-24,Sara Errani,ITA,4195,
2014-02-24,Caroline Wozniacki,DEN,3185,
2014-02-24,Ana Ivanovic,SRB,3155,
2014-03-03,Serena Williams,USA,12660,
2014-03-03,Na Li,CHN,6795,
2014-03-03,Agnieszka Radwanska,POL,5705,
2014-03-03,Victoria Azarenka,BLR,5681,
2014-03-03,Maria Sharapova,RUS,5206,
2014-03-03,Angelique Kerber,GER,4490,
2014-03-03,Simona Halep,ROU,4435,
2014-03-03,Jelena Jankovic,SRB,4380,
2014-03-03,Petra Kvitova,CZE,4365,
2014-03-03,Sara Errani,ITA,4015,
2014-03-03,Dominika Cibulkova,SVK,3335,
2014-03-03,Caroline Wozniacki,DEN,3185,
2014-03-17,Serena Williams,USA,12660,
2014-03-17,Na Li,CHN,7185,
2014-03-17,Agnieszka Radwanska,POL,6215,
2014-03-17,Victoria Azarenka,BLR,5441,
2014-03-17,Simona Halep,ROU,4775,
2014-03-17,Jelena Jankovic,SRB,4590,
2014-03-17,Maria Sharapova,RUS,4271,
2014-03-17,Petra Kvitova,CZE,4235,
2014-03-17,Angelique Kerber,GER,4050,
2014-03-17,Sara Errani,ITA,3830,
2014-03-17,Dominika Cibulkova,SVK,3470,
2014-03-17,Flavia Pennetta,ITA,3255,
2014-03-31,Serena Williams,USA,12660,
2014-03-31,Na Li,CHN,7585,
2014-03-31,Agnieszka Radwanska,POL,5980,
2014-03-31,Victoria Azarenka,BLR,5441,
2014-03-31,Simona Halep,ROU,4695,
2014-03-31,Petra Kvitova,CZE,4370,
2014-03-31,Angelique Kerber,GER,4185,
2014-03-31,Jelena Jankovic,SRB,4150,
2014-03-31,Maria Sharapova,RUS,3961,
2014-03-31,Dominika Cibulkova,SVK,3720,
2014-03-31,Sara Errani,ITA,3645,
2014-03-31,Flavia Pennetta,ITA,3270,
2014-04-07,Serena Williams,USA,12375,
2014-04-07,Na Li,CHN,7585,
2014-04-07,Agnieszka Radwanska,POL,5980,
2014-04-07,Victoria Azarenka,BLR,5441,
2014-04-07,Simona Halep,ROU,4695,
2014-04-07,Petra Kvitova,CZE,4370,
2014-04-07,Angelique Kerber,GER,4110,
2014-04-07,Maria Sharapova,RUS,3961,
2014-04-07,Jelena Jankovic,SRB,3955,
2014-04-07,Dominika Cibulkova,SVK,3720,
2014-04-07,Sara Errani,ITA,3645,
2014-04-07,Ana Ivanovic,SRB,3280,
2014-04-14,Serena Williams,USA,12375,
2014-04-14,Na Li,CHN,7585,
2014-04-14,Agnieszka Radwanska,POL,5980,
2014-04-14,Victoria Azarenka,BLR,5441,
2014-04-14,Simona Halep,ROU,4695,
2014-04-14,Petra Kvitova,CZE,4295,
2014-04-14,Angelique Kerber,GER,4110,
2014-04-14,Jelena Jankovic,SRB,4010,
2014-04-14,Maria Sharapova,RUS,3961,
2014-04-14,Dominika Cibulkova,SVK,3720,
2014-04-14,Sara Errani,ITA,3645,
2014-04-14,Ana Ivanovic,SRB,3280,
2014-04-21,Serena Williams,USA,12375,
2014-04-21,Na Li,CHN,7585,
2014-04-21,Agnieszka Radwanska,POL,5980,
2014-04-21,Victoria Azarenka,BLR,5441,
2014-04-21,Simona Halep,ROU,4695,
2014-04-21,Petra Kvitova,CZE,4295,
2014-04-21,Angelique Kerber,GER,4110,
2014-04-21,Jelena Jankovic,SRB,4010,
2014-04-21,Maria Sharapova,RUS,3961,
2014-04-21,Dominika Cibulkova,SVK,3830,
2014-04-21,Sara Errani,ITA,3645,
2014-04-21,Ana Ivanovic,SRB,3280,
2014-04-28,Serena Williams,USA,12375,
2014-04-28,Na Li,CHN,7265,
2014-04-28,Agnieszka Radwanska,POL,5980,
2014-04-28,Victoria Azarenka,BLR,5441,
2014-04-28,Simona Halep,ROU,4695,
2014-04-28,Petra Kvitova,CZE,4295,
2014-04-28,Jelena Jankovic,SRB,4070,
2014-04-28,Angelique Kerber,GER,4010,
2014-04-28,Maria Sharapova,RUS,3961,
2014-04-28,Dominika Cibulkova,SVK,3830,
2014-04-28,Sara Errani,ITA,3730,
2014-04-28,Ana Ivanovic,SRB,3465,
2014-05-05,Serena Williams,USA,12375,
2014-05-05,Na Li,CHN,7265,
2014-05-05,Agnieszka Radwanska,POL,5980,
2014-05-05,Victoria Azarenka,BLR,5441,
2014-05-05,Simona Halep,ROU,4695,
2014-05-05,Petra Kvitova,CZE,4295,
2014-05-05,Jelena Jankovic,SRB,4070,
2014-05-05,Angelique Kerber,GER,4010,
2014-05-05,Maria Sharapova,RUS,3961,
2014-05-05,Dominika Cibulkova,SVK,3830,
2014-05-05,Sara Errani,ITA,3730,
2014-05-05,Ana Ivanovic,SRB,3465,
2014-05-12,Serena Williams,USA,11590,
2014-05-12,Na Li,CHN,7475,
2014-05-12,Agnieszka Radwanska,POL,6290,
2014-05-12,Victoria Azarenka,BLR,5361,
2014-05-12,Simona Halep,ROU,5340,
2014-05-12,Petra Kvitova,CZE,4605,
2014-05-12,Maria Sharapova,RUS,4261,
2014-05-12,Jelena Jankovic,SRB,4130,
2014-05-12,Angelique Kerber,GER,3770,
2014-05-12,Dominika Cibulkova,SVK,3760,
2014-05-12,Sara Errani,ITA,3400,
2014-05-12,Flavia Pennetta,ITA,3300,
2014-05-19,Serena Williams,USA,11590,
2014-05-19,Na Li,CHN,7540,
2014-05-19,Agnieszka Radwanska,POL,6360,
2014-05-19,Simona Halep,ROU,5140,
2014-05-19,Victoria Azarenka,BLR,4741,
2014-05-19,Petra Kvitova,CZE,4600,
2014-05-19,Jelena Jankovic,SRB,4255,
2014-05-19,Maria Sharapova,RUS,4141,
2014-05-19,Angelique Kerber,GER,3870,
2014-05-19,Dominika Cibulkova,SVK,3705,
2014-05-19,Sara Errani,ITA,3590,
2014-05-19,Ana Ivanovic,SRB,3455,
2014-05-26,Serena Williams,USA,11590,
2014-05-26,Na Li,CHN,7540,
2014-05-26,Agnieszka Radwanska,POL,6360,
2014-05-26,Simona Halep,ROU,5140,
2014-05-26,Victoria Azarenka,BLR,4741,
2014-05-26,Petra Kvitova,CZE,4600,
2014-05-26,Jelena Jankovic,SRB,4255,
2014-05-26,Maria Sharapova,RUS,4141,
2014-05-26,Angelique Kerber,GER,3870,
2014-05-26,Dominika Cibulkova,SVK,3705,
2014-05-26,Sara Errani,ITA,3590,
2014-05-26,Ana Ivanovic,SRB,3455,
2014-06-09,Serena Williams,USA,9660,
2014-06-09,Na Li,CHN,7450,
2014-06-09,Simona Halep,ROU,6435,
2014-06-09,Agnieszka Radwanska,POL,5990,
2014-06-09,Maria Sharapova,RUS,4741,
2014-06-09,Petra Kvitova,CZE,4570,
2014-06-09,Jelena Jankovic,SRB,3995,
2014-06-09,Victoria Azarenka,BLR,3841,
2014-06-09,Angelique Kerber,GER,3830,
2014-06-09,Dominika Cibulkova,SVK,3735,
2014-06-09,Flavia Pennetta,ITA,3324,
2014-06-09,Eugenie Bouchard,CAN,3320,
2014-06-16,Serena Williams,USA,9660,
2014-06-16,Na Li,CHN,7450,
2014-06-16,Simona Halep,ROU,6280,
2014-06-16,Agnieszka Radwanska,POL,5990,
2014-06-16,Maria Sharapova,RUS,4741,
2014-06-16,Petra Kvitova,CZE,4570,
2014-06-16,Jelena Jankovic,SRB,3990,
2014-06-16,Victoria Azarenka,BLR,3841,
2014-06-16,Angelique Kerber,GER,3830,
2014-06-16,Dominika Cibulkova,SVK,3735,
2014-06-16,Ana Ivanovic,SRB,3630,
2014-06-16,Flavia Pennetta,ITA,3324,
2014-06-23,Serena Williams,USA,9660,
2014-06-23,Na Li,CHN,7330,
2014-06-23,Simona Halep,ROU,6105,
2014-06-23,Agnieszka Radwanska,POL,5990,
2014-06-23,Maria Sharapova,RUS,4741,
2014-06-23,Petra Kvitova,CZE,4570,
2014-06-23,Angelique Kerber,GER,4035,
2014-06-23,Jelena Jankovic,SRB,3990,
2014-06-23,Victoria Azarenka,BLR,3842,
2014-06-23,Dominika Cibulkova,SVK,3666,
2014-06-23,Ana Ivanovic,SRB,3630,
2014-06-23,Flavia Pennetta,ITA,3378,
2014-07-07,Serena Williams,USA,9510,
2014-07-07,Na Li,CHN,6960,
2014-07-07,Simona Halep,ROU,6785,
2014-07-07,Petra Kvitova,CZE,6070,
2014-07-07,Agnieszka Radwanska,POL,5330,
2014-07-07,Maria Sharapova,RUS,4881,
2014-07-07,Eugenie Bouchard,CAN,4460,
2014-07-07,Angelique Kerber,GER,4365,
2014-07-07,Jelena Jankovic,SRB,3900,
2014-07-07,Victoria Azarenka,BLR,3812,
2014-07-07,Ana Ivanovic,SRB,3660,
2014-07-07,Dominika Cibulkova,SVK,3636,
2014-07-14,Serena Williams,USA,9510,
2014-07-14,Na Li,CHN,6960,
2014-07-14,Simona Halep,ROU,6785,
2014-07-14,Petra Kvitova,CZE,6070,
2014-07-14,Agnieszka Radwanska,POL,5330,
2014-07-14,Maria Sharapova,RUS,4881,
2014-07-14,Eugenie Bouchard,CAN,4460,
2014-07-14,Angelique Kerber,GER,4365,
2014-07-14,Jelena Jankovic,SRB,3900,
2014-07-14,Victoria Azarenka,BLR,3812,
2014-07-14,Ana Ivanovic,SRB,3660,
2014-07-14,Dominika Cibulkova,SVK,3636,
2014-07-21,Serena Williams,USA,9231,
2014-07-21,Na Li,CHN,6960,
2014-07-21,Simona Halep,ROU,6785,
2014-07-21,Petra Kvitova,CZE,6070,
2014-07-21,Agnieszka Radwanska,POL,5330,
2014-07-21,Maria Sharapova,RUS,4881,
2014-07-21,Eugenie Bouchard,CAN,4460,
2014-07-21,Angelique Kerber,GER,4365,
2014-07-21,Jelena Jankovic,SRB,3900,
2014-07-21,Victoria Azarenka,BLR,3812,
2014-07-21,Ana Ivanovic,SRB,3660,
2014-07-21,Dominika Cibulkova,SVK,3636,
2014-07-28,Serena Williams,USA,9231,
2014-07-28,Na Li,CHN,6960,
2014-07-28,Simona Halep,ROU,6785,
2014-07-28,Petra Kvitova,CZE,6070,
2014-07-28,Agnieszka Radwanska,POL,5130,
2014-07-28,Maria Sharapova,RUS,4881,
2014-07-28,Eugenie Bouchard,CAN,4460,
2014-07-28,Angelique Kerber,GER,4365,
2014-07-28,Jelena Jankovic,SRB,3900,
2014-07-28,Victoria Azarenka,BLR,3812,
2014-07-28,Ana Ivanovic,SRB,3660,
2014-07-28,Dominika Cibulkova,SVK,3167,
2014-08-04,Serena Williams,USA,9700,
2014-08-04,Na Li,CHN,6960,
2014-08-04,Simona Halep,ROU,6785,
2014-08-04,Petra Kvitova,CZE,6050,
2014-08-04,Agnieszka Radwanska,POL,5120,
2014-08-04,Maria Sharapova,RUS,4881,
2014-08-04,Angelique Kerber,GER,4570,
2014-08-04,Eugenie Bouchard,CAN,4460,
2014-08-04,Jelena Jankovic,SRB,3900,
2014-08-04,Ana Ivanovic,SRB,3605,
2014-08-04,Victoria Azarenka,BLR,3493,
2014-08-04,Dominika Cibulkova,SVK,3167,
2014-08-11,Serena Williams,USA,9150,
2014-08-11,Simona Halep,ROU,6785,
2014-08-11,Na Li,CHN,6565,
2014-08-11,Petra Kvitova,CZE,5930,
2014-08-11,Agnieszka Radwanska,POL,5625,
2014-08-11,Maria Sharapova,RUS,4986,
2014-08-11,Angelique Kerber,GER,4570,
2014-08-11,Eugenie Bouchard,CAN,4450,
2014-08-11,Jelena Jankovic,SRB,3900,
2014-08-11,Victoria Azarenka,BLR,3683,
2014-08-11,Ana Ivanovic,SRB,3605,
2014-08-11,Caroline Wozniacki,DEN,3130,
2014-08-18,Serena Williams,USA,9430,
2014-08-18,Simona Halep,ROU,6750,
2014-08-18,Na Li,CHN,6170,
2014-08-18,Petra Kvitova,CZE,5806,
2014-08-18,Agnieszka Radwanska,POL,5590,
2014-08-18,Maria Sharapova,RUS,5335,
2014-08-18,Angelique Kerber,GER,4550,
2014-08-18,Eugenie Bouchard,CAN,4368,
2014-08-18,Ana Ivanovic,SRB,4065,
2014-08-18,Jelena Jankovic,SRB,3695,
2014-08-18,Caroline Wozniacki,DEN,3255,
2014-08-18,Flavia Pennetta,ITA,3074,
2014-08-25,Serena Williams,USA,9430,
2014-08-25,Simona Halep,ROU,6310,
2014-08-25,Na Li,CHN,6170,
2014-08-25,Petra Kvitova,CZE,5956,
2014-08-25,Agnieszka Radwanska,POL,5590,
2014-08-25,Maria Sharapova,RUS,5335,
2014-08-25,Angelique Kerber,GER,4550,
2014-08-25,Eugenie Bouchard,CAN,4405,
2014-08-25,Ana Ivanovic,SRB,4065,
2014-08-25,Jelena Jankovic,SRB,3695,
2014-08-25,Caroline Wozniacki,DEN,3165,
2014-08-25,Flavia Pennetta,ITA,3121,
2014-09-08,Serena Williams,USA,9430,
2014-09-08,Simona Halep,ROU,6160,
2014-09-08,Petra Kvitova,CZE,5926,
2014-09-08,Maria Sharapova,RUS,5575,
2014-09-08,Agnieszka Radwanska,POL,5380,
2014-09-08,Na Li,CHN,5270,
2014-09-08,Eugenie Bouchard,CAN,4545,
2014-09-08,Angelique Kerber,GER,4400,
2014-09-08,Caroline Wozniacki,DEN,4305,
2014-09-08,Ana Ivanovic,SRB,3855,
2014-09-08,Jelena Jankovic,SRB,3655,
2014-09-08,Sara Errani,ITA,3215,
2014-09-15,Serena Williams,USA,9430,
2014-09-15,Simona Halep,ROU,6160,
2014-09-15,Petra Kvitova,CZE,5926,
2014-09-15,Maria Sharapova,RUS,5575,
2014-09-15,Agnieszka Radwanska,POL,5380,
2014-09-15,Na Li,CHN,5270,
2014-09-15,Eugenie Bouchard,CAN,4433,
2014-09-15,Angelique Kerber,GER,4400,
2014-09-15,Caroline Wozniacki,DEN,4305,
2014-09-15,Ana Ivanovic,SRB,3855,
2014-09-15,Jelena Jankovic,SRB,3655,
2014-09-15,Sara Errani,ITA,3215,
2014-09-22,Serena Williams,USA,9430,
2014-09-22,Simona Halep,ROU,6160,
2014-09-22,Petra Kvitova,CZE,5926,
2014-09-22,Maria Sharapova,RUS,5575,
2014-09-22,Na Li,CHN,5270,
2014-09-22,Agnieszka Radwanska,POL,5200,
2014-09-22,Caroline Wozniacki,DEN,4500,
2014-09-22,Angelique Kerber,GER,4480,
2014-09-22,Eugenie Bouchard,CAN,4433,
2014-09-22,Ana Ivanovic,SRB,4180,
2014-09-22,Jelena Jankovic,SRB,3655,
2014-09-22,Sara Errani,ITA,3215,
2014-09-29,Serena Williams,USA,9430,
2014-09-29,Simona Halep,ROU,6036,
2014-09-29,Petra Kvitova,CZE,5926,
2014-09-29,Maria Sharapova,RUS,5680,
2014-09-29,Na Li,CHN,5270,
2014-09-29,Agnieszka Radwanska,POL,5035,
2014-09-29,Eugenie Bouchard,CAN,4793,
2014-09-29,Caroline Wozniacki,DEN,4455,
2014-09-29,Ana Ivanovic,SRB,4180,
2014-09-29,Angelique Kerber,GER,4050,
2014-09-29,Jelena Jankovic,SRB,3635,
2014-09-29,Sara Errani,ITA,3215,
2014-10-06,Serena Williams,USA,8645,
2014-10-06,Maria Sharapova,RUS,6680,
2014-10-06,Simona Halep,ROU,6246,
2014-10-06,Petra Kvitova,CZE,6126,
2014-10-06,Na Li,CHN,5020,
2014-10-06,Eugenie Bouchard,CAN,4693,
2014-10-06,Agnieszka Radwanska,POL,4650,
2014-10-06,Ana Ivanovic,SRB,4490,
2014-10-06,Caroline Wozniacki,DEN,4215,
2014-10-06,Angelique Kerber,GER,3920,
2014-10-06,Sara Errani,ITA,3085,
2014-10-06,Dominika Cibulkova,SVK,2977,
2014-10-13,Serena Williams,USA,8645,
2014-10-13,Maria Sharapova,RUS,6680,
2014-10-13,Simona Halep,ROU,6246,
2014-10-13,Petra Kvitova,CZE,6126,
2014-10-13,Na Li,CHN,5020,
2014-10-13,Agnieszka Radwanska,POL,4650,
2014-10-13,Eugenie Bouchard,CAN,4523,
2014-10-13,Ana Ivanovic,SRB,4435,
2014-10-13,Caroline Wozniacki,DEN,4215,
2014-10-13,Angelique Kerber,GER,3745,
2014-10-13,Sara Errani,ITA,3085,
2014-10-13,Ekaterina Makarova,RUS,2970,
2014-10-20,Serena Williams,USA,7146,
2014-10-20,Maria Sharapova,RUS,6680,
2014-10-20,Petra Kvitova,CZE,5597,
2014-10-20,Simona Halep,ROU,5403,
2014-10-20,Eugenie Bouchard,CAN,4523,
2014-10-20,Agnieszka Radwanska,POL,4441,
2014-10-20,Ana Ivanovic,SRB,4390,
2014-10-20,Caroline Wozniacki,DEN,4045,
2014-10-20,Na Li,CHN,3970,
2014-10-20,Angelique Kerber,GER,3480,
2014-10-20,Ekaterina Makarova,RUS,2970,
2014-10-20,Dominika Cibulkova,SVK,2908,
2014-10-27,Serena Williams,USA,8485,
2014-10-27,Maria Sharapova,RUS,7050,
2014-10-27,Simona Halep,ROU,6292,
2014-10-27,Petra Kvitova,CZE,5966,
2014-10-27,Ana Ivanovic,SRB,4820,
2014-10-27,Agnieszka Radwanska,POL,4810,
2014-10-27,Eugenie Bouchard,CAN,4715,
2014-10-27,Caroline Wozniacki,DEN,4625,
2014-10-27,Na Li,CHN,3970,
2014-10-27,Angelique Kerber,GER,3480,
2014-10-27,Ekaterina Makarova,RUS,2970,
2014-10-27,Dominika Cibulkova,SVK,2908,
2014-11-03,Serena Williams,USA,8485,
2014-11-03,Maria Sharapova,RUS,7050,
2014-11-03,Simona Halep,ROU,6292,
2014-11-03,Petra Kvitova,CZE,5966,
2014-11-03,Ana Ivanovic,SRB,4820,
2014-11-03,Agnieszka Radwanska,POL,4810,
2014-11-03,Eugenie Bouchard,CAN,4715,
2014-11-03,Caroline Wozniacki,DEN,4625,
2014-11-03,Na Li,CHN,3970,
2014-11-03,Angelique Kerber,GER,3480,
2014-11-03,Dominika Cibulkova,SVK,3052,
2014-11-03,Ekaterina Makarova,RUS,2970,
2014-11-10,Serena Williams,USA,8485,
2014-11-10,Maria Sharapova,RUS,7050,
2014-11-10,Simona Halep,ROU,6292,
2014-11-10,Petra Kvitova,CZE,5966,
2014-11-10,Ana Ivanovic,SRB,4820,
2014-11-10,Agnieszka Radwanska,POL,4810,
2014-11-10,Eugenie Bouchard,CAN,4715,
2014-11-10,Caroline Wozniacki,DEN,4625,
2014-11-10,Angelique Kerber,GER,3480,
2014-11-10,Dominika Cibulkova,SVK,3052,
2014-11-10,Ekaterina Makarova,RUS,2970,
2014-11-10,Flavia Pennetta,ITA,2861,
2014-11-17,Serena Williams,USA,8485,
2014-11-17,Maria Sharapova,RUS,7050,
2014-11-17,Simona Halep,ROU,6292,
2014-11-17,Petra Kvitova,CZE,5966,
2014-11-17,Ana Ivanovic,SRB,4820,
2014-11-17,Agnieszka Radwanska,POL,4810,
2014-11-17,Eugenie Bouchard,CAN,4715,
2014-11-17,Caroline Wozniacki,DEN,4625,
2014-11-17,Angelique Kerber,GER,3480,
2014-11-17,Dominika Cibulkova,SVK,3052,
